"REF_DATE","GEO","DGUID","Building type","Construction type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","109.2","","","","1"
"2020-04","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","129.8","","","","1"
"2020-04","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","130.6","","","","1"
"2020-04","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","129.0","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","94.4","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","Total, building type","New build","Index, 2017=100","373","units","0","v1073542655","5.1.2","93.3","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542658","5.1.3","94.9","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","House","Total, construction type","Index, 2017=100","373","units","0","v1073542653","5.2.1","95.7","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","House","New build","Index, 2017=100","373","units","0","v1073542656","5.2.2","96.9","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","House","Resale","Index, 2017=100","373","units","0","v1073542659","5.2.3","95.2","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542654","5.3.1","81.3","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542657","5.3.2","78.0","","","","1"
"2020-04","Calgary, Alberta","2016S0503825","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542660","5.3.3","88.3","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542661","6.1.1","104.7","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","Total, building type","New build","Index, 2017=100","373","units","0","v1073542664","6.1.2","104.9","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542667","6.1.3","104.6","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","House","Total, construction type","Index, 2017=100","373","units","0","v1073542662","6.2.1","101.6","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","House","New build","Index, 2017=100","373","units","0","v1073542665","6.2.2","101.7","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","House","Resale","Index, 2017=100","373","units","0","v1073542668","6.2.3","101.6","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542663","6.3.1","113.1","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542666","6.3.2","112.8","","","","1"
"2020-04","Vancouver, British Columbia","2016S0503933","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542669","6.3.3","113.6","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542670","7.1.1","112.0","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","Total, building type","New build","Index, 2017=100","373","units","0","v1073542673","7.1.2","113.7","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542676","7.1.3","111.2","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","House","Total, construction type","Index, 2017=100","373","units","0","v1073542671","7.2.1","108.1","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","House","New build","Index, 2017=100","373","units","0","v1073542674","7.2.2","101.2","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","House","Resale","Index, 2017=100","373","units","0","v1073542677","7.2.3","110.1","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542672","7.3.1","122.8","","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542675","7.3.2","139.4","E","","","1"
"2020-04","Victoria, British Columbia","2016S0503935","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542678","7.3.3","114.6","","","","1"
"2020-07","Six census metropolitan area composite","","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542616","1.1.1","111.4","","","","1"
"2020-07","Six census metropolitan area composite","","Total, building type","New build","Index, 2017=100","373","units","0","v1073542619","1.1.2","109.5","","","","1"
"2020-07","Six census metropolitan area composite","","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542622","1.1.3","112.4","","","","1"
"2020-07","Six census metropolitan area composite","","House","Total, construction type","Index, 2017=100","373","units","0","v1073542617","1.2.1","107.2","","","","1"
"2020-07","Six census metropolitan area composite","","House","New build","Index, 2017=100","373","units","0","v1073542620","1.2.2","102.7","","","","1"
"2020-07","Six census metropolitan area composite","","House","Resale","Index, 2017=100","373","units","0","v1073542623","1.2.3","109.2","","","","1"
"2020-07","Six census metropolitan area composite","","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542618","1.3.1","122.7","","","","1"
"2020-07","Six census metropolitan area composite","","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542621","1.3.2","122.2","","","","1"
"2020-07","Six census metropolitan area composite","","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542624","1.3.3","123.0","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542625","2.1.1","123.0","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","Total, building type","New build","Index, 2017=100","373","units","0","v1073542628","2.1.2","115.1","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542631","2.1.3","126.4","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","House","Total, construction type","Index, 2017=100","373","units","0","v1073542626","2.2.1","124.5","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","House","New build","Index, 2017=100","373","units","0","v1073542629","2.2.2","114.7","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","House","Resale","Index, 2017=100","373","units","0","v1073542632","2.2.3","127.4","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542627","2.3.1","121.3","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542630","2.3.2","115.9","","","","1"
"2020-07","Montréal, Quebec","2016S0503462","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542633","2.3.3","124.9","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542634","3.1.1","132.9","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","New build","Index, 2017=100","373","units","0","v1073542637","3.1.2","126.1","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542640","3.1.3","135.6","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Total, construction type","Index, 2017=100","373","units","0","v1073542635","3.2.1","132.4","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","124.8","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","135.7","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","135.2","","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","135.2","E","","","1"
"2020-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","135.0","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","114.0","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","112.3","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","115.0","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","107.4","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","99.9","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","110.4","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","129.8","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","130.4","","","","1"
"2020-07","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","129.3","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","94.1","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","Total, building type","New build","Index, 2017=100","373","units","0","v1073542655","5.1.2","92.8","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542658","5.1.3","94.8","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","House","Total, construction type","Index, 2017=100","373","units","0","v1073542653","5.2.1","95.5","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","House","New build","Index, 2017=100","373","units","0","v1073542656","5.2.2","96.3","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","House","Resale","Index, 2017=100","373","units","0","v1073542659","5.2.3","95.1","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542654","5.3.1","80.8","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542657","5.3.2","77.7","","","","1"
"2020-07","Calgary, Alberta","2016S0503825","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542660","5.3.3","87.2","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542661","6.1.1","106.4","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","Total, building type","New build","Index, 2017=100","373","units","0","v1073542664","6.1.2","106.7","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542667","6.1.3","106.1","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","House","Total, construction type","Index, 2017=100","373","units","0","v1073542662","6.2.1","103.7","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","House","New build","Index, 2017=100","373","units","0","v1073542665","6.2.2","104.0","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","House","Resale","Index, 2017=100","373","units","0","v1073542668","6.2.3","103.7","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542663","6.3.1","113.4","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542666","6.3.2","113.2","","","","1"
"2020-07","Vancouver, British Columbia","2016S0503933","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542669","6.3.3","113.7","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542670","7.1.1","113.9","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","Total, building type","New build","Index, 2017=100","373","units","0","v1073542673","7.1.2","113.5","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542676","7.1.3","114.1","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","House","Total, construction type","Index, 2017=100","373","units","0","v1073542671","7.2.1","110.9","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","House","New build","Index, 2017=100","373","units","0","v1073542674","7.2.2","102.3","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","House","Resale","Index, 2017=100","373","units","0","v1073542677","7.2.3","113.7","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542672","7.3.1","122.3","","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542675","7.3.2","135.5","E","","","1"
"2020-07","Victoria, British Columbia","2016S0503935","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542678","7.3.3","115.6","","","","1"
"2020-10","Six census metropolitan area composite","","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542616","1.1.1","114.1","","","","1"
"2020-10","Six census metropolitan area composite","","Total, building type","New build","Index, 2017=100","373","units","0","v1073542619","1.1.2","111.2","","","","1"
"2020-10","Six census metropolitan area composite","","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542622","1.1.3","115.5","","","","1"
"2020-10","Six census metropolitan area composite","","House","Total, construction type","Index, 2017=100","373","units","0","v1073542617","1.2.1","111.0","","","","1"
"2020-10","Six census metropolitan area composite","","House","New build","Index, 2017=100","373","units","0","v1073542620","1.2.2","105.2","","","","1"
"2020-10","Six census metropolitan area composite","","House","Resale","Index, 2017=100","373","units","0","v1073542623","1.2.3","113.5","","","","1"
"2020-10","Six census metropolitan area composite","","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542618","1.3.1","122.5","","","","1"
"2020-10","Six census metropolitan area composite","","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542621","1.3.2","122.4","","","","1"
"2020-10","Six census metropolitan area composite","","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542624","1.3.3","122.6","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542625","2.1.1","127.8","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","Total, building type","New build","Index, 2017=100","373","units","0","v1073542628","2.1.2","119.3","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542631","2.1.3","131.4","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","House","Total, construction type","Index, 2017=100","373","units","0","v1073542626","2.2.1","130.3","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","House","New build","Index, 2017=100","373","units","0","v1073542629","2.2.2","120.1","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","House","Resale","Index, 2017=100","373","units","0","v1073542632","2.2.3","133.3","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542627","2.3.1","125.0","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542630","2.3.2","119.4","","","","1"
"2020-10","Montréal, Quebec","2016S0503462","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542633","2.3.3","128.7","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542634","3.1.1","139.2","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","New build","Index, 2017=100","373","units","0","v1073542637","3.1.2","131.3","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542640","3.1.3","142.3","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Total, construction type","Index, 2017=100","373","units","0","v1073542635","3.2.1","139.5","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","130.6","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","143.3","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","138.0","","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","136.1","E","","","1"
"2020-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","138.2","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","116.2","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","113.0","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","117.9","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","111.2","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","101.4","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","115.1","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","128.3","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","129.9","","","","1"
"2020-10","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","127.1","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","95.4","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","Total, building type","New build","Index, 2017=100","373","units","0","v1073542655","5.1.2","93.7","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542658","5.1.3","96.2","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","House","Total, construction type","Index, 2017=100","373","units","0","v1073542653","5.2.1","96.7","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","House","New build","Index, 2017=100","373","units","0","v1073542656","5.2.2","97.2","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","House","Resale","Index, 2017=100","373","units","0","v1073542659","5.2.3","96.5","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542654","5.3.1","82.2","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542657","5.3.2","78.9","","","","1"
"2020-10","Calgary, Alberta","2016S0503825","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542660","5.3.3","89.1","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542661","6.1.1","108.9","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","Total, building type","New build","Index, 2017=100","373","units","0","v1073542664","6.1.2","109.1","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542667","6.1.3","108.8","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","House","Total, construction type","Index, 2017=100","373","units","0","v1073542662","6.2.1","107.3","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","House","New build","Index, 2017=100","373","units","0","v1073542665","6.2.2","107.2","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","House","Resale","Index, 2017=100","373","units","0","v1073542668","6.2.3","107.4","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542663","6.3.1","113.2","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542666","6.3.2","112.8","","","","1"
"2020-10","Vancouver, British Columbia","2016S0503933","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542669","6.3.3","113.7","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542670","7.1.1","118.3","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","Total, building type","New build","Index, 2017=100","373","units","0","v1073542673","7.1.2","115.5","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542676","7.1.3","119.5","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","House","Total, construction type","Index, 2017=100","373","units","0","v1073542671","7.2.1","116.9","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","House","New build","Index, 2017=100","373","units","0","v1073542674","7.2.2","105.2","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","House","Resale","Index, 2017=100","373","units","0","v1073542677","7.2.3","121.1","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542672","7.3.1","122.3","","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542675","7.3.2","135.0","E","","","1"
"2020-10","Victoria, British Columbia","2016S0503935","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542678","7.3.3","115.8","","","","1"
"2021-01","Six census metropolitan area composite","","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542616","1.1.1","116.9","","","","1"
"2021-01","Six census metropolitan area composite","","Total, building type","New build","Index, 2017=100","373","units","0","v1073542619","1.1.2","113.1","","","","1"
"2021-01","Six census metropolitan area composite","","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542622","1.1.3","118.7","","","","1"
"2021-01","Six census metropolitan area composite","","House","Total, construction type","Index, 2017=100","373","units","0","v1073542617","1.2.1","114.3","","","","1"
"2021-01","Six census metropolitan area composite","","House","New build","Index, 2017=100","373","units","0","v1073542620","1.2.2","108.0","","","","1"
"2021-01","Six census metropolitan area composite","","House","Resale","Index, 2017=100","373","units","0","v1073542623","1.2.3","117.1","","","","1"
"2021-01","Six census metropolitan area composite","","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542618","1.3.1","124.1","","","","1"
"2021-01","Six census metropolitan area composite","","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542621","1.3.2","122.8","","","","1"
"2021-01","Six census metropolitan area composite","","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542624","1.3.3","124.9","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542625","2.1.1","131.0","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","Total, building type","New build","Index, 2017=100","373","units","0","v1073542628","2.1.2","122.5","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542631","2.1.3","134.6","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","House","Total, construction type","Index, 2017=100","373","units","0","v1073542626","2.2.1","133.9","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","House","New build","Index, 2017=100","373","units","0","v1073542629","2.2.2","122.3","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","House","Resale","Index, 2017=100","373","units","0","v1073542632","2.2.3","137.2","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542627","2.3.1","127.7","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542630","2.3.2","123.2","","","","1"
"2021-01","Montréal, Quebec","2016S0503462","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542633","2.3.3","130.7","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542634","3.1.1","142.7","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","New build","Index, 2017=100","373","units","0","v1073542637","3.1.2","137.0","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542640","3.1.3","144.9","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Total, construction type","Index, 2017=100","373","units","0","v1073542635","3.2.1","143.5","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","136.9","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","146.1","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","139.3","","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","136.1","E","","","1"
"2021-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","139.7","","","","1"
"2021-01","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","118.7","","","","1"
"2021-01","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","114.0","","","","1"
"2021-01","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","121.1","","","","1"
"2021-01","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","114.3","","","","1"
"2021-01","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","103.8","","","","1"
"2021-01","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","118.5","","","","1"
"2021-01","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","129.9","","","","1"
