"REF_DATE","GEO","DGUID","Interprovincial migrants","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009/2010","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","880","","","","0"
"2009/2010","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","933","","","","0"
"2009/2010","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-53","","","","0"
"2010/2011","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","257085","","","","0"
"2010/2011","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","257085","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","7785","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","7755","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","30","","","","0"
"2010/2011","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2494","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2704","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-210","","","","0"
"2010/2011","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","14553","","","","0"
"2010/2011","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","14594","","","","0"
"2010/2011","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-41","","","","0"
"2010/2011","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10167","","","","0"
"2010/2011","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","10325","","","","0"
"2010/2011","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-158","","","","0"
"2010/2011","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","19884","","","","0"
"2010/2011","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","24647","","","","0"
"2010/2011","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-4763","","","","0"
"2010/2011","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","58317","","","","0"
"2010/2011","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","62324","","","","0"
"2010/2011","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-4007","","","","0"
"2010/2011","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","11085","","","","0"
"2010/2011","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","14602","","","","0"
"2010/2011","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-3517","","","","0"
"2010/2011","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","16602","","","","0"
"2010/2011","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","16057","","","","0"
"2010/2011","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","545","","","","0"
"2010/2011","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","63975","","","","0"
"2010/2011","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","55532","","","","0"
"2010/2011","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","8443","","","","0"
"2010/2011","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","47854","","","","0"
"2010/2011","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","44433","","","","0"
"2010/2011","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","3421","","","","0"
"2010/2011","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1477","","","","0"
"2010/2011","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1114","","","","0"
"2010/2011","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","363","","","","0"
"2010/2011","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1990","","","","0"
"2010/2011","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2169","","","","0"
"2010/2011","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-179","","","","0"
"2010/2011","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","902","","","","0"
"2010/2011","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","829","","","","0"
"2010/2011","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","73","","","","0"
"2011/2012","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","280347","","","","0"
"2011/2012","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","280347","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8173","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","7628","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","545","","","","0"
"2011/2012","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2620","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3238","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-618","","","","0"
"2011/2012","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","14410","","","","0"
"2011/2012","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","17276","","","","0"
"2011/2012","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-2866","","","","0"
"2011/2012","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10044","","","","0"
"2011/2012","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11850","","","","0"
"2011/2012","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1806","","","","0"
"2011/2012","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","20179","","","","0"
"2011/2012","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","27094","","","","0"
"2011/2012","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-6915","","","","0"
"2011/2012","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","60459","","","","0"
"2011/2012","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","71070","","","","0"
"2011/2012","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-10611","","","","0"
"2011/2012","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","11443","","","","0"
"2011/2012","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","15655","","","","0"
"2011/2012","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-4212","","","","0"
"2011/2012","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","19386","","","","0"
"2011/2012","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","17508","","","","0"
"2011/2012","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","1878","","","","0"
"2011/2012","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","80837","","","","0"
"2011/2012","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","53185","","","","0"
"2011/2012","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","27652","","","","0"
"2011/2012","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","48593","","","","0"
"2011/2012","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","51304","","","","0"
"2011/2012","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-2711","","","","0"
"2011/2012","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1524","","","","0"
"2011/2012","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1211","","","","0"
"2011/2012","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","313","","","","0"
"2011/2012","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1819","","","","0"
"2011/2012","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2315","","","","0"
"2011/2012","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-496","","","","0"
"2011/2012","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","860","","","","0"
"2011/2012","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","1013","","","","0"
"2011/2012","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-153","","","","0"
"2012/2013","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","261295","","","","0"
"2012/2013","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","261295","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","7283","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","6788","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","495","","","","0"
"2012/2013","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2294","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3195","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-901","","","","0"
"2012/2013","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","12630","","","","0"
"2012/2013","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","16147","","","","0"
"2012/2013","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-3517","","","","0"
"2012/2013","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","8517","","","","0"
"2012/2013","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11807","","","","0"
"2012/2013","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-3290","","","","0"
"2012/2013","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","16879","","","","0"
"2012/2013","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","27310","","","","0"
"2012/2013","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-10431","","","","0"
"2012/2013","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","54678","","","","0"
"2012/2013","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","68579","","","","0"
"2012/2013","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-13901","","","","0"
"2012/2013","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","9988","","","","0"
"2012/2013","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","14994","","","","0"
"2012/2013","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-5006","","","","0"
"2012/2013","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","16982","","","","0"
"2012/2013","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","16590","","","","0"
"2012/2013","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","392","","","","0"
"2012/2013","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","84602","","","","0"
"2012/2013","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","46004","","","","0"
"2012/2013","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","38598","","","","0"
"2012/2013","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","43830","","","","0"
"2012/2013","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","45698","","","","0"
"2012/2013","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-1868","","","","0"
"2012/2013","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1185","","","","0"
"2012/2013","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1279","","","","0"
"2012/2013","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-94","","","","0"
"2012/2013","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1610","","","","0"
"2012/2013","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2092","","","","0"
"2012/2013","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-482","","","","0"
"2012/2013","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","817","","","","0"
"2012/2013","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","812","","","","0"
"2012/2013","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","5","","","","0"
"2013/2014","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","275059","","","","0"
"2013/2014","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","275059","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","6994","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","6760","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","234","","","","0"
"2013/2014","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2198","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3139","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-941","","","","0"
"2013/2014","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","13402","","","","0"
"2013/2014","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","15973","","","","0"
"2013/2014","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-2571","","","","0"
"2013/2014","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","9055","","","","0"
"2013/2014","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","12572","","","","0"
"2013/2014","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-3517","","","","0"
"2013/2014","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","16536","","","","0"
"2013/2014","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","30848","","","","0"
"2013/2014","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-14312","","","","0"
"2013/2014","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","57415","","","","0"
"2013/2014","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","71979","","","","0"
"2013/2014","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-14564","","","","0"
"2013/2014","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","9452","","","","0"
"2013/2014","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","16303","","","","0"
"2013/2014","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-6851","","","","0"
"2013/2014","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","16371","","","","0"
"2013/2014","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","18210","","","","0"
"2013/2014","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-1839","","","","0"
"2013/2014","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","87307","","","","0"
"2013/2014","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","51925","","","","0"
"2013/2014","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","35382","","","","0"
"2013/2014","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","52281","","","","0"
"2013/2014","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","42806","","","","0"
"2013/2014","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","9475","","","","0"
"2013/2014","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1390","","","","0"
"2013/2014","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1339","","","","0"
"2013/2014","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","51","","","","0"
"2013/2014","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1789","","","","0"
"2013/2014","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2277","","","","0"
"2013/2014","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-488","","","","0"
"2013/2014","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","869","","","","0"
"2013/2014","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","928","","","","0"
"2013/2014","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-59","","","","0"
"2014/2015","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","283809","","","","0"
"2014/2015","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","283809","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","7012","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","6851","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","161","","","","0"
"2014/2015","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2367","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3049","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-682","","","","0"
"2014/2015","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","13854","","","","0"
"2014/2015","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","16165","","","","0"
"2014/2015","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-2311","","","","0"
"2014/2015","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","9184","","","","0"
"2014/2015","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11974","","","","0"
"2014/2015","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-2790","","","","0"
"2014/2015","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","16611","","","","0"
"2014/2015","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","32753","","","","0"
"2014/2015","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-16142","","","","0"
"2014/2015","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","62874","","","","0"
"2014/2015","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","71569","","","","0"
"2014/2015","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-8695","","","","0"
"2014/2015","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","10022","","","","0"
"2014/2015","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","16700","","","","0"
"2014/2015","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-6678","","","","0"
"2014/2015","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","15346","","","","0"
"2014/2015","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","19874","","","","0"
"2014/2015","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-4528","","","","0"
"2014/2015","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","81540","","","","0"
"2014/2015","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","59946","","","","0"
"2014/2015","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","21594","","","","0"
"2014/2015","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","61026","","","","0"
"2014/2015","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","40647","","","","0"
"2014/2015","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","20379","","","","0"
"2014/2015","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1348","","","","0"
"2014/2015","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1261","","","","0"
"2014/2015","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","87","","","","0"
"2014/2015","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1821","","","","0"
"2014/2015","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2044","","","","0"
"2014/2015","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-223","","","","0"
"2014/2015","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","804","","","","0"
"2014/2015","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","976","","","","0"
"2014/2015","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-172","","","","0"
"2015/2016","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","277029","","","","0"
"2015/2016","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","277029","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","6600","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","6368","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","232","","","","0"
"2015/2016","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2874","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2844","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","30","","","","0"
"2015/2016","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15107","","","","0"
"2015/2016","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","14353","","","","0"
"2015/2016","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","754","","","","0"
"2015/2016","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10248","","","","0"
"2015/2016","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11361","","","","0"
"2015/2016","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1113","","","","0"
"2015/2016","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","19259","","","","0"
"2015/2016","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","30377","","","","0"
"2015/2016","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-11118","","","","0"
"2015/2016","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","71790","","","","0"
"2015/2016","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","62713","","","","0"
"2015/2016","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","9077","","","","0"
"2015/2016","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","10994","","","","0"
"2015/2016","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","15875","","","","0"
"2015/2016","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-4881","","","","0"
"2015/2016","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","15260","","","","0"
"2015/2016","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","19532","","","","0"
"2015/2016","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-4272","","","","0"
"2015/2016","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","56978","","","","0"
"2015/2016","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","72086","","","","0"
"2015/2016","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-15108","","","","0"
"2015/2016","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","63788","","","","0"
"2015/2016","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","37215","","","","0"
"2015/2016","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","26573","","","","0"
"2015/2016","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1531","","","","0"
"2015/2016","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1255","","","","0"
"2015/2016","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","276","","","","0"
"2015/2016","Northwest Territories","2016A000261","In-migrants","Persons","249","units","0","v466501","16.13","1844","","","","0"
"2015/2016","Northwest Territories","2016A000261","Out-migrants","Persons","249","units","0","v466516","16.14","2094","","","","0"
"2015/2016","Northwest Territories","2016A000261","Net-migration","Persons","249","units","0","v466530","16.15","-250","","","","0"
"2015/2016","Nunavut","2016A000262","In-migrants","Persons","249","units","0","v466502","17.13","756","","","","0"
"2015/2016","Nunavut","2016A000262","Out-migrants","Persons","249","units","0","v466517","17.14","956","","","","0"
"2015/2016","Nunavut","2016A000262","Net-migration","Persons","249","units","0","v466531","17.15","-200","","","","0"
"2016/2017","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","260393","","","","0"
"2016/2017","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","260393","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","5400","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","6830","","","","0"
"2016/2017","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-1430","","","","0"
"2016/2017","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3124","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2680","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","444","","","","0"
"2016/2017","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","15339","","","","0"
"2016/2017","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","12500","","","","0"
"2016/2017","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","2839","","","","0"
