"REF_DATE","GEO","DGUID","Interprovincial migrants","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1980/1981","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-500","","","t","0"
"1981/1982","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","357919","","","","0"
"1981/1982","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","357919","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8763","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","14456","","","","0"
"1981/1982","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-5693","","","","0"
"1981/1982","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3375","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","4231","","","","0"
"1981/1982","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-856","","","","0"
"1981/1982","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","18899","","","","0"
"1981/1982","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","20835","","","","0"
"1981/1982","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-1936","","","","0"
"1981/1982","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","13857","","","","0"
"1981/1982","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","16699","","","","0"
"1981/1982","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-2842","","","","0"
"1981/1982","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","21349","","","","0"
"1981/1982","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","47139","","","","0"
"1981/1982","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-25790","","","","0"
"1981/1982","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","83619","","","","0"
"1981/1982","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","89284","","","","0"
"1981/1982","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-5665","","","","0"
"1981/1982","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","21601","","","","0"
"1981/1982","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","24226","","","","0"
"1981/1982","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-2625","","","","0"
"1981/1982","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","21808","","","","0"
"1981/1982","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","22131","","","","0"
"1981/1982","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-323","","","","0"
"1981/1982","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","100046","","","","0"
"1981/1982","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","63484","","","","0"
"1981/1982","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","36562","","","","0"
"1981/1982","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","57983","","","","0"
"1981/1982","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","49278","","","","0"
"1981/1982","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","8705","","","","0"
"1981/1982","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2412","","","","0"
"1981/1982","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2331","","","","0"
"1981/1982","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","81","","","","0"
"1981/1982","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","4207","","","t","0"
"1981/1982","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","3825","","","t","0"
"1981/1982","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","382","","","t","0"
"1982/1983","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","305486","","","","0"
"1982/1983","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","305486","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","10193","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","8364","","","","0"
"1982/1983","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","1829","","","","0"
"1982/1983","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3403","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2767","","","","0"
"1982/1983","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","636","","","","0"
"1982/1983","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","19166","","","","0"
"1982/1983","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","15375","","","","0"
"1982/1983","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","3791","","","","0"
"1982/1983","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","15016","","","","0"
"1982/1983","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11462","","","","0"
"1982/1983","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","3554","","","","0"
"1982/1983","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","20881","","","","0"
"1982/1983","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","45559","","","","0"
"1982/1983","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-24678","","","","0"
"1982/1983","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","86885","","","","0"
"1982/1983","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","63300","","","","0"
"1982/1983","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","23585","","","","0"
"1982/1983","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","20454","","","","0"
"1982/1983","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","17910","","","","0"
"1982/1983","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","2544","","","","0"
"1982/1983","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","21081","","","","0"
"1982/1983","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","17501","","","","0"
"1982/1983","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","3580","","","","0"
"1982/1983","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","59381","","","","0"
"1982/1983","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","71031","","","","0"
"1982/1983","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-11650","","","","0"
"1982/1983","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","44221","","","","0"
"1982/1983","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","45710","","","","0"
"1982/1983","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-1489","","","","0"
"1982/1983","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1323","","","","0"
"1982/1983","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2976","","","","0"
"1982/1983","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-1653","","","","0"
"1982/1983","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3482","","","t","0"
"1982/1983","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","3531","","","t","0"
"1982/1983","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-49","","","t","0"
"1983/1984","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","279372","","","","0"
"1983/1984","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","279372","","","","0"
"1983/1984","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","6753","","","","0"
"1983/1984","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","8779","","","","0"
"1983/1984","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-2026","","","","0"
"1983/1984","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3219","","","","0"
"1983/1984","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2422","","","","0"
"1983/1984","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","797","","","","0"
"1983/1984","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","18024","","","","0"
"1983/1984","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","14220","","","","0"
"1983/1984","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","3804","","","","0"
"1983/1984","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","12450","","","","0"
"1983/1984","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","10658","","","","0"
"1983/1984","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","1792","","","","0"
"1983/1984","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","23031","","","","0"
"1983/1984","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","40448","","","","0"
"1983/1984","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-17417","","","","0"
"1983/1984","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","89002","","","","0"
"1983/1984","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","52602","","","","0"
"1983/1984","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","36400","","","","0"
"1983/1984","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","17731","","","","0"
"1983/1984","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","17392","","","","0"
"1983/1984","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","339","","","","0"
"1983/1984","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","18901","","","","0"
"1983/1984","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","16768","","","","0"
"1983/1984","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","2133","","","","0"
"1983/1984","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","41126","","","","0"
"1983/1984","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","73112","","","","0"
"1983/1984","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-31986","","","","0"
"1983/1984","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","44088","","","","0"
"1983/1984","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","37452","","","","0"
"1983/1984","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","6636","","","","0"
"1983/1984","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1686","","","","0"
"1983/1984","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2121","","","","0"
"1983/1984","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-435","","","","0"
"1983/1984","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3361","","","t","0"
"1983/1984","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","3398","","","t","0"
"1983/1984","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-37","","","t","0"
"1984/1985","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","270565","","","","0"
"1984/1985","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","270565","","","","0"
"1984/1985","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","5989","","","","0"
"1984/1985","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","9434","","","","0"
"1984/1985","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-3445","","","","0"
"1984/1985","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2904","","","","0"
"1984/1985","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2654","","","","0"
"1984/1985","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","250","","","","0"
"1984/1985","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","17253","","","","0"
"1984/1985","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","14696","","","","0"
"1984/1985","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","2557","","","","0"
"1984/1985","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","10971","","","","0"
"1984/1985","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","11649","","","","0"
"1984/1985","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-678","","","","0"
"1984/1985","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","24983","","","","0"
"1984/1985","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","33003","","","","0"
"1984/1985","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-8020","","","","0"
"1984/1985","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","86724","","","","0"
"1984/1985","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","52839","","","","0"
"1984/1985","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","33885","","","","0"
"1984/1985","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","16982","","","","0"
"1984/1985","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","17577","","","","0"
"1984/1985","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-595","","","","0"
"1984/1985","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","16388","","","","0"
"1984/1985","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","17813","","","","0"
"1984/1985","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-1425","","","","0"
"1984/1985","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","42908","","","","0"
"1984/1985","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","63679","","","","0"
"1984/1985","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-20771","","","","0"
"1984/1985","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","40120","","","","0"
"1984/1985","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","42089","","","","0"
"1984/1985","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-1969","","","","0"
"1984/1985","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1516","","","","0"
"1984/1985","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1739","","","","0"
"1984/1985","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-223","","","","0"
"1984/1985","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3827","","","t","0"
"1984/1985","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","3393","","","t","0"
"1984/1985","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","434","","","t","0"
"1985/1986","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","287260","","","","0"
"1985/1986","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","287260","","","","0"
"1985/1986","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","5930","","","","0"
"1985/1986","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","11646","","","","0"
"1985/1986","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-5716","","","","0"
"1985/1986","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2830","","","","0"
"1985/1986","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2906","","","","0"
"1985/1986","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-76","","","","0"
"1985/1986","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","16485","","","","0"
"1985/1986","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","17806","","","","0"
"1985/1986","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-1321","","","","0"
"1985/1986","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","11708","","","","0"
"1985/1986","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","13599","","","","0"
"1985/1986","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1891","","","","0"
"1985/1986","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","25615","","","","0"
"1985/1986","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","30964","","","","0"
"1985/1986","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-5349","","","","0"
"1985/1986","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","89397","","","","0"
"1985/1986","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","55835","","","","0"
"1985/1986","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","33562","","","","0"
"1985/1986","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","17310","","","","0"
"1985/1986","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","19607","","","","0"
"1985/1986","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-2297","","","","0"
"1985/1986","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","15491","","","","0"
"1985/1986","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","22430","","","","0"
"1985/1986","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-6939","","","","0"
"1985/1986","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","54031","","","","0"
"1985/1986","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","57862","","","","0"
"1985/1986","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-3831","","","","0"
"1985/1986","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","43620","","","","0"
"1985/1986","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","48121","","","","0"
"1985/1986","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","-4501","","","","0"
"1985/1986","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","1614","","","","0"
"1985/1986","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2159","","","","0"
"1985/1986","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-545","","","","0"
"1985/1986","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3229","","","t","0"
"1985/1986","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4325","","","t","0"
"1985/1986","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-1096","","","t","0"
"1986/1987","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","302602","","","","0"
"1986/1987","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","302602","","","","0"
"1986/1987","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","8024","","","","0"
"1986/1987","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12447","","","","0"
"1986/1987","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-4423","","","","0"
"1986/1987","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2720","","","","0"
"1986/1987","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2925","","","","0"
"1986/1987","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-205","","","","0"
"1986/1987","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","16726","","","","0"
"1986/1987","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","17667","","","","0"
"1986/1987","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-941","","","","0"
"1986/1987","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","11853","","","","0"
"1986/1987","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","13879","","","","0"
"1986/1987","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-2026","","","","0"
"1986/1987","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","25508","","","","0"
"1986/1987","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","29237","","","","0"
"1986/1987","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-3729","","","","0"
"1986/1987","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","101043","","","","0"
"1986/1987","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","58442","","","","0"
"1986/1987","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","42601","","","","0"
"1986/1987","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","17844","","","","0"
"1986/1987","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","20603","","","","0"
"1986/1987","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-2759","","","","0"
"1986/1987","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","16722","","","","0"
"1986/1987","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","21679","","","","0"
"1986/1987","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-4957","","","","0"
"1986/1987","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","44104","","","","0"
"1986/1987","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","74102","","","","0"
"1986/1987","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-29998","","","","0"
"1986/1987","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","52441","","","","0"
"1986/1987","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","45015","","","","0"
"1986/1987","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","7426","","","","0"
"1986/1987","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2393","","","","0"
"1986/1987","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","1818","","","","0"
"1986/1987","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","575","","","","0"
"1986/1987","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3224","","","t","0"
"1986/1987","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4788","","","t","0"
"1986/1987","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-1564","","","t","0"
"1987/1988","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","322375","","","","0"
"1987/1988","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","322375","","","","0"
"1987/1988","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","9098","","","","0"
"1987/1988","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12602","","","","0"
"1987/1988","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-3504","","","","0"
"1987/1988","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3163","","","","0"
"1987/1988","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","2868","","","","0"
"1987/1988","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","295","","","","0"
"1987/1988","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","17966","","","","0"
"1987/1988","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","19754","","","","0"
"1987/1988","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-1788","","","","0"
"1987/1988","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","13100","","","","0"
"1987/1988","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","15057","","","","0"
"1987/1988","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-1957","","","","0"
"1987/1988","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","26375","","","","0"
"1987/1988","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","34068","","","","0"
"1987/1988","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-7693","","","","0"
"1987/1988","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","102766","","","","0"
"1987/1988","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","67551","","","","0"
"1987/1988","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","35215","","","","0"
"1987/1988","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","17566","","","","0"
"1987/1988","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","23441","","","","0"
"1987/1988","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-5875","","","","0"
"1987/1988","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","14533","","","","0"
"1987/1988","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","26640","","","","0"
"1987/1988","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-12107","","","","0"
"1987/1988","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","47536","","","","0"
"1987/1988","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","70759","","","","0"
"1987/1988","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-23223","","","","0"
"1987/1988","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","64241","","","","0"
