"REF_DATE","GEO","DGUID","Components of population growth","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Lethbridge (CMA), Alberta","2016S0503810","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061177989","118.9.1.1","115","","","","0"
"2015/2016","Lethbridge (CMA), Alberta","2016S0503810","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1061178322","118.10.1.1","-88","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Births","Both sexes","All ages","Persons","249","units","0","v1061184661","121.1.1.1","18768","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Births","Both sexes","All ages","Persons","249","units","0","v1061184661","121.1.1.1","18091","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Births","Both sexes","All ages","Persons","249","units","0","v1061184661","121.1.1.1","17868","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Births","Both sexes","All ages","Persons","249","units","0","v1061184661","121.1.1.1","17253","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Births","Both sexes","All ages","Persons","249","units","0","v1061184661","121.1.1.1","17146","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Deaths","Both sexes","All ages","Persons","249","units","0","v1061184667","121.2.1.1","6454","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Deaths","Both sexes","All ages","Persons","249","units","0","v1061184667","121.2.1.1","6960","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Deaths","Both sexes","All ages","Persons","249","units","0","v1061184667","121.2.1.1","7411","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Deaths","Both sexes","All ages","Persons","249","units","0","v1061184667","121.2.1.1","7521","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Deaths","Both sexes","All ages","Persons","249","units","0","v1061184667","121.2.1.1","7791","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061185000","121.3.1.1","24859","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061185000","121.3.1.1","18886","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061185000","121.3.1.1","17425","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061185000","121.3.1.1","18630","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061185000","121.3.1.1","16426","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061185333","121.4.1.1","4808","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061185333","121.4.1.1","4357","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061185333","121.4.1.1","3681","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061185333","121.4.1.1","3732","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061185333","121.4.1.1","2834","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061185666","121.5.1.1","2814","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061185666","121.5.1.1","2434","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061185666","121.5.1.1","2592","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061185666","121.5.1.1","2744","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061185666","121.5.1.1","2334","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061185999","121.6.1.1","1190","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061185999","121.6.1.1","1265","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061185999","121.6.1.1","1289","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061185999","121.6.1.1","1306","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061185999","121.6.1.1","897","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186332","121.7.1.1","-4424","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186332","121.7.1.1","-5620","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186332","121.7.1.1","-1896","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186332","121.7.1.1","104","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186332","121.7.1.1","1931","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186665","121.8.1.1","742","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186665","121.8.1.1","2559","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186665","121.8.1.1","2444","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186665","121.8.1.1","2535","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061186665","121.8.1.1","2176","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061186998","121.9.1.1","-4680","","","","0"
"2016/2017","Calgary (CMA), Alberta","2016S0503825","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061186998","121.9.1.1","-3592","","","","0"
"2017/2018","Calgary (CMA), Alberta","2016S0503825","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061186998","121.9.1.1","-860","","","","0"
"2018/2019","Calgary (CMA), Alberta","2016S0503825","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061186998","121.9.1.1","1794","","","","0"
"2019/2020","Calgary (CMA), Alberta","2016S0503825","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061186998","121.9.1.1","763","","","","0"
"2015/2016","Calgary (CMA), Alberta","2016S0503825","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1061187331","121.10.1.1","-1477","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Births","Both sexes","All ages","Persons","249","units","0","v1061205682","128.1.1.1","18325","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Births","Both sexes","All ages","Persons","249","units","0","v1061205682","128.1.1.1","18103","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Births","Both sexes","All ages","Persons","249","units","0","v1061205682","128.1.1.1","17184","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Births","Both sexes","All ages","Persons","249","units","0","v1061205682","128.1.1.1","17279","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Births","Both sexes","All ages","Persons","249","units","0","v1061205682","128.1.1.1","17172","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Deaths","Both sexes","All ages","Persons","249","units","0","v1061205688","128.2.1.1","7692","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Deaths","Both sexes","All ages","Persons","249","units","0","v1061205688","128.2.1.1","7944","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Deaths","Both sexes","All ages","Persons","249","units","0","v1061205688","128.2.1.1","8436","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Deaths","Both sexes","All ages","Persons","249","units","0","v1061205688","128.2.1.1","8513","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Deaths","Both sexes","All ages","Persons","249","units","0","v1061205688","128.2.1.1","8752","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061206021","128.3.1.1","21467","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061206021","128.3.1.1","16773","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061206021","128.3.1.1","14645","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061206021","128.3.1.1","15480","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Immigrants","Both sexes","All ages","Persons","249","units","0","v1061206021","128.3.1.1","13229","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061206354","128.4.1.1","2578","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061206354","128.4.1.1","2016","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061206354","128.4.1.1","1678","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061206354","128.4.1.1","1700","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Emigrants","Both sexes","All ages","Persons","249","units","0","v1061206354","128.4.1.1","1286","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061206687","128.5.1.1","1213","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061206687","128.5.1.1","1198","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061206687","128.5.1.1","1298","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061206687","128.5.1.1","1220","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1061206687","128.5.1.1","1036","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061207020","128.6.1.1","637","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061207020","128.6.1.1","558","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061207020","128.6.1.1","571","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061207020","128.6.1.1","579","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1061207020","128.6.1.1","392","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207353","128.7.1.1","-2399","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207353","128.7.1.1","-3721","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207353","128.7.1.1","-953","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207353","128.7.1.1","-530","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207353","128.7.1.1","516","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207686","128.8.1.1","4151","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207686","128.8.1.1","5888","","","","0"
"2017/2018","Edmonton (CMA), Alberta","2016S0503835","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207686","128.8.1.1","4174","","","","0"
"2018/2019","Edmonton (CMA), Alberta","2016S0503835","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207686","128.8.1.1","4254","","","","0"
"2019/2020","Edmonton (CMA), Alberta","2016S0503835","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1061207686","128.8.1.1","4138","","","","0"
"2015/2016","Edmonton (CMA), Alberta","2016S0503835","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061208019","128.9.1.1","-2130","","","","0"
"2016/2017","Edmonton (CMA), Alberta","2016S0503835","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1061208019","128.9.1.1","-1968","","","","0"
